DA,curr_acc,tot_acc,score,Marginalization Group
20045803,462475,685985,0.375,1
30017431,467110,686465,0.4375,1
14014311,468060,712380,0.5,2
30077980,473235,712740,0.375,1
13463426,1080,690310,0.6875,3
30076862,480230,705790,0.5625,2
13463125,477535,701030,0.6875,3
30055780,443485,684010,0.875,5
30085299,1665,108270,0.8125,5
13450437,510,88330,0.625,3
13450697,555,86130,0.6875,3
14020544,425340,675925,0.75,4
13462590,474200,705840,0.625,3
13461732,468655,693870,0.5625,2
13460716,229575,716685,0.5625,2
13460297,227380,698840,0.5,2
13459882,236375,699300,0.3125,1
13460076,198565,692055,0.5,2
13459459,195370,683030,0.3125,1
30011209,162390,612710,0.3125,1
13458961,168795,586425,0.4375,1
13458572,190120,577050,0.375,1
13459625,149390,615165,0.4375,1
13449845,2290,33135,0.625,3
30059472,200,30425,0.4375,1
13443512,820,63685,0.6875,3
13443161,920,64525,0.6875,3
13458279,187980,586715,0.5,2
13449878,555,84950,0.6875,3
13448162,430,112910,0.6875,3
13448893,480,47795,0.6875,3
13449337,365,118825,0.75,4
30061320,1120,129600,0.625,3
13450144,575,101105,0.5,2
13450168,575,99865,0.6875,3
13445297,235,72810,0.625,3
13452829,12725,106100,0.625,3
13444829,575,71205,0.6875,3
13459807,0,630395,0.5,2
13460279,200920,651815,0.6875,3
13447146,1290,30235,0.75,4
13453834,175,89125,0.75,4
14644335,175,89155,0.8125,5
13453884,175,95660,0.6875,3
13461682,45495,239920,0.4375,1
13456204,125,91920,0.625,3
13444992,955,8365,0.375,1
13468915,1505,63735,0.3125,1
13468693,1505,63870,0.25,1
13469056,11055,125710,0.75,4
13468705,11055,132120,0.625,3
30073041,11055,129310,0.6875,3
13468773,11055,127465,0.75,4
13450856,60,39630,0.6875,3
13454067,2870,42470,0.75,4
13468485,11005,124450,0.75,4
13467578,50330,156045,0.375,1
14048620,210,121790,0.75,4
13458881,41200,118745,0.6875,3
13446555,6690,122625,0.75,4
13443194,1060,71925,0.6875,3
13452332,720,71670,0.5625,2
13453032,550,38515,0.8125,5
13452774,720,78630,0.625,3
13451066,555,83990,0.8125,5
13450765,555,85210,0.625,3
13450764,555,89560,0.75,4
13450990,2290,31805,0.3125,1
30010665,600,39910,0.25,1
13444828,705,99160,0.75,4
13455310,3685,143450,0.6875,3
30093280,3775,162730,0.75,4
13445558,45,69105,0.6875,3
13446615,180,86650,0.6875,3
13448776,700,66105,0.8125,5
13450222,2290,40685,0.625,3
13463376,469595,696450,0.8125,5
14046901,745,613875,0.5625,2
14045198,421975,667210,0.375,1
13460854,185150,395025,0.8125,5
13461627,163760,463525,0.625,3
13461353,136400,636790,0.5,2
13460776,136950,690185,0.9375,5
13443422,1060,66810,0.75,4
13450244,555,86310,0.625,3
13450575,555,85860,0.8125,5
13449293,2290,28180,0.5625,2
13448640,1210,129380,0.6875,3
13458122,190130,586250,0.5625,2
13457830,186440,579070,0.625,3
13458176,235430,652140,0.375,1
13458495,188595,587125,0.25,1
13458781,190215,669870,0.4375,1
13458789,235480,681130,0.3125,1
13458357,269175,679795,0.375,1
14023579,239845,619715,0.4375,1
13457844,261320,634665,0.5,2
13457637,281175,659335,0.4375,1
13457873,403535,666620,0.375,1
13457603,393090,642315,0.5,2
13457941,250630,674210,0.4375,1
14024339,250505,617595,0.4375,1
13457691,266730,616340,0.4375,1
13457885,234610,604335,0.4375,1
14063837,181610,595670,0.25,1
13458089,223840,603270,0.4375,1
30062703,450180,693870,0.375,1
13458845,460915,705490,0.375,1
30059196,435,83730,0.625,3
13449772,555,85110,0.5625,2
13449804,2145,91130,0.5,2
13450425,2175,116400,0.375,1
13450967,305,112160,0.5,2
13450878,2215,115190,0.875,5
13451003,2040,116800,0.5,2
13451578,2215,120760,0.6875,3
13451296,2095,120595,0.5,2
13450820,2215,122935,0.75,4
30098462,2105,108720,0.3125,1
30099523,0,124400,0.875,5
13450044,2215,110710,0.375,1
30100012,2090,113985,0.3125,1
13450837,360,104175,0.3125,1
13450040,55,94680,0.375,1
30098404,360,107930,0.5625,2
13450439,605,135440,0.5625,2
30072605,10980,131220,0.6875,3
13459210,42645,110470,0.375,1
14004038,427975,695155,0.5625,2
30097945,451860,659685,0.5625,2
13453913,57725,125475,0.5625,2
13453539,3560,161285,0.5625,2
13453276,3335,149500,0.3125,1
13452421,1205,146590,0.6875,3
30062209,550,50815,0.625,3
13464829,462065,663290,0.6875,3
30102862,1745,114460,0.75,4
14050209,121185,376400,0.4375,1
30096099,439420,646420,0.5625,2
13460185,685,49770,0.5,2
30057995,1605,93625,0.75,4
13451635,140,95005,0.875,5
13451147,125,139665,0.3125,1
13458359,210810,432250,0.5625,2
13458377,211770,447810,0.5,2
13458948,285490,632465,0.375,1
13449512,365,125205,0.75,4
13449265,415,120640,0.5625,2
30059065,395,16195,0.6875,3
13443665,215,21700,0.625,3
13443096,690,15010,0.5,2
20051178,690,15135,0.5625,2
30100419,590,15215,1.0,5
30059801,820,10490,0.375,1
13443912,910,10700,0.4375,1
13458027,129085,427580,0.375,1
13457722,112495,269830,0.1875,1
13445488,565,109745,0.75,4
13443101,1060,65615,0.5625,2
30062424,6380,120330,0.6875,3
13447156,60,123860,0.625,3
13450436,445,80800,0.625,3
13456393,195975,417430,0.4375,1
30027226,45,24005,0.5625,2
30088521,175,30850,0.5,2
13466354,2345,85680,0.375,1
13465867,2335,89215,0.4375,1
13445093,910,11150,0.25,1
30015347,265,68705,0.9375,5
13458289,625,107740,0.8125,5
13452286,475,66900,0.75,4
20040108,525,48540,0.6875,3
30091963,0,40515,0.75,4
13453605,2965,21670,0.625,3
13453296,2965,20200,0.6875,3
13455539,1860,27635,0.5625,2
13454603,2785,30675,0.8125,5
13459918,685,67615,0.5625,2
13454593,13310,244555,0.375,1
13456675,930,70830,0.625,3
13455108,2760,72730,0.5625,2
13455530,2740,73210,0.8125,5
13457333,6180,77770,0.375,1
13457469,4610,79975,0.5,2
13457613,5630,82180,0.4375,1
13457907,5925,84200,0.6875,3
13457392,6025,87090,0.5625,2
13457027,5935,87140,0.8125,5
30000618,1640,48510,0.75,4
30024519,13325,262425,0.25,1
13454101,13265,243640,0.1875,1
13441908,255,43680,0.75,4
13468523,89620,600110,0.4375,1
30111942,117490,607810,0.75,4
13458484,450,106775,0.625,3
13458208,390,102040,0.75,4
30004515,1160,154570,0.5,2
13452430,610,35235,0.375,1
13451580,580,50875,0.5625,2
30100557,655,69805,0.625,3
13451611,0,92390,0.6875,3
13451734,12785,107635,0.625,3
13451914,12595,104470,0.75,4
30098932,240205,594120,0.625,3
14047373,191520,575750,0.375,1
13454892,3665,135205,0.8125,5
30093107,2420,163325,0.6875,3
14130042,3775,163510,0.375,1
20050011,3730,165010,0.6875,3
30009644,2355,196345,0.75,4
13456066,34835,124100,0.875,5
13456822,43390,129165,0.375,1
13456894,46395,138980,0.3125,1
30034103,59575,223795,0.6875,3
30060360,2165,82360,0.75,4
13458552,90,61740,0.5625,2
13446171,3770,106155,0.9375,5
30064866,3910,102710,0.9375,5
14045306,447770,675615,0.4375,1
14130458,0,57900,0.6875,3
13456935,263350,477465,0.5625,2
13456893,182810,607305,0.625,3
13456585,625,103050,0.8125,5
13457056,535,97175,0.8125,5
13457003,625,94390,0.8125,5
13446926,720,138045,0.6875,3
13446823,6395,131745,0.6875,3
13444175,85,1315,0.375,1
30084828,260,96570,0.875,5
13457693,6070,94815,0.75,4
13458003,6180,94970,0.5,2
13458319,6120,100495,0.6875,3
14050921,6180,95940,0.5625,2
13458726,6180,102965,0.75,4
30004858,6105,84460,0.75,4
13458575,5555,94620,0.875,5
13457900,5630,98015,0.8125,5
13457629,6180,80950,0.5625,2
13448093,75,131965,0.5,2
13447090,920,141145,0.375,1
13451726,1755,53875,0.75,4
30054780,345,19215,0.75,4
30101030,2865,73810,0.875,5
13459562,615,62040,0.75,4
13454708,13175,279610,0.3125,1
30008860,2310,64180,0.4375,1
13461581,2930,83425,0.75,4
30098786,78505,248760,0.9375,5
30035973,82060,225965,0.8125,5
13457531,80410,244660,0.6875,3
30042893,11930,132490,0.625,3
30069020,5715,93795,0.75,4
13458197,0,63410,0.75,4
13458551,665,65705,0.5625,2
30040667,7100,106280,0.8125,5
13469935,6100,108600,0.5625,2
13458129,250,101570,0.8125,5
13447979,500,55265,0.6875,3
13448464,640,56080,0.8125,5
14067463,143570,688140,0.625,3
13448606,700,56155,0.625,3
13447357,800,86970,0.625,3
13448227,835,81405,0.75,4
13448549,915,86775,0.6875,3
13448461,635,84720,0.8125,5
13448259,915,86610,0.75,4
14021439,389050,665750,0.3125,1
13459810,2945,69000,0.5625,2
13460321,2960,69855,0.5,2
13445675,1375,58600,0.375,1
13461216,18275,132545,0.625,3
20112916,17720,135830,0.6875,3
30071064,17540,96070,0.8125,5
14023366,116950,278235,0.625,3
13460738,131695,369045,0.5625,2
13460411,121190,288760,0.3125,1
13460139,75425,249550,0.375,1
13457632,89705,268315,0.75,4
13442636,1060,50025,1.0,5
30100884,880,56405,0.625,3
13459228,282375,686055,0.1875,1
30093460,775,140995,0.8125,5
30082371,2845,21005,0.625,3
13455527,109960,255385,0.125,1
13455757,119030,264215,0.5,2
13456141,138095,298810,0.5,2
13456626,149135,339335,0.25,1
13456566,149675,342825,0.1875,1
13460182,74115,242175,0.4375,1
13460326,75000,237955,0.5,2
13457752,78330,269570,0.5625,2
13457717,73365,252140,0.5625,2
13457940,72785,239430,0.75,4
13460851,192945,445540,0.4375,1
13460959,212010,575215,0.4375,1
13461178,222950,628930,0.5625,2
13461385,225825,625245,0.5,2
13461414,223080,628895,0.75,4
13461308,215145,574825,0.9375,5
14024604,1940,704120,0.625,3
13459891,461690,708060,0.5,2
13460187,645,706820,0.5625,2
13504586,458255,696350,0.5625,2
14021217,472980,707715,0.6875,3
30036423,458115,691085,0.5625,2
30036536,457820,690340,0.5,2
13447120,335,128080,0.6875,3
30107477,380,122805,0.625,3
13447992,2170,138315,0.5625,2
13448404,2205,138720,0.5,2
13448968,2225,149750,0.625,3
13449033,2290,160290,0.5625,2
13449493,2250,168760,0.5625,2
13448674,2265,158830,0.3125,1
13448032,460,156285,0.6875,3
13447857,880,157660,0.5,2
13459669,300,49040,0.8125,5
13468415,50865,599690,0.75,4
13468263,118460,607780,0.625,3
30069996,6085,122335,0.5625,2
13469776,10975,82810,0.625,3
13470037,6215,86490,0.875,5
14203950,6285,134325,0.625,3
30113188,6130,137925,0.6875,3
13449130,470,77365,0.75,4
13448378,130,77430,1.0,5
13448151,240,77505,0.6875,3
13448024,110,71335,0.75,4
13447632,0,69810,0.6875,3
13460537,120895,643075,0.3125,1
13468208,128415,610070,0.6875,3
30102587,117425,607840,0.4375,1
30009258,10410,115240,0.75,4
13467764,3550,98665,0.4375,1
30087588,2170,90010,0.6875,3
20078778,6095,87465,0.4375,1
20052873,6140,93635,0.5625,2
30094626,6020,94490,0.75,4
13470253,6195,80195,0.5625,2
30053135,560,117395,0.625,3
30006362,183255,700185,0.5,2
13445535,3295,59355,0.375,1
13449076,360,175225,0.4375,1
30033859,150,154735,0.4375,1
13449651,150,143680,0.25,1
13452216,10305,203520,0.875,5
13452583,10125,198010,0.4375,1
20048165,3690,68425,0.625,3
20048252,80,67575,0.75,4
13470450,105,63165,0.8125,5
30079773,3265,59355,0.6328125,3
13446222,6770,133375,0.625,3
13460313,140770,676755,0.5625,2
13460647,114530,639570,0.4375,1
13460689,143780,612920,0.4375,1
30006083,175560,712515,0.625,3
13460566,157785,713400,0.5,2
13460051,146300,455190,0.6875,3
13459933,44030,217665,0.8125,5
13460035,40995,210815,0.6875,3
13460236,51445,216635,0.625,3
30098290,50050,212800,0.625,3
13458270,399800,680705,0.5625,2
13451516,2165,122245,0.625,3
20051573,550,53390,0.6875,3
13451080,250,89225,0.75,4
13442750,0,17495,0.5,2
13443769,260,23350,0.625,3
13446543,1290,31110,0.6875,3
20051686,955,11525,0.5,2
30016075,525,12675,0.375,1
13453530,0,40220,0.75,4
13454856,2870,27775,0.625,3
13455424,2870,31620,0.625,3
13455044,2870,31455,0.5625,2
13456459,930,72845,0.8125,5
13456703,930,74250,0.5625,2
13449840,175,58075,0.625,3
13441977,180,43720,0.6875,3
13468673,83810,595010,0.75,4
13452189,12785,105255,0.75,4
13442692,1060,50275,0.625,3
13442294,3430,82655,0.8125,5
30064835,3910,102665,1.0,5
13447411,920,141030,0.4375,1
13469893,6215,100310,0.5625,2
13447839,0,45310,0.8125,5
13447808,915,83340,0.5625,2
13448147,915,86265,0.6875,3
13461575,24550,128485,0.6875,3
30104513,70265,223240,0.6875,3
13469963,75,83300,0.6875,3
13469921,215,84785,0.625,3
13447803,240,70740,0.6875,3
13447500,240,69325,0.625,3
13460312,145090,671520,0.5625,2
13450202,2170,110065,0.6875,3
13470133,6160,84470,0.75,4
13470429,185,66265,0.875,5
13460238,174480,443225,0.6875,3
13460498,142610,439395,0.8125,5
20091910,57270,245515,0.5,2
20039266,61410,266780,0.625,3
14069000,61250,252215,0.5625,2
13462348,404280,674355,0.5625,2
13462631,399560,669105,0.3125,1
13460162,244200,685860,0.3125,1
13459953,271795,674020,0.125,1
13445247,635,100950,0.75,4
13445465,705,112735,0.5625,2
13445754,6215,118255,0.8125,5
13452244,795,206710,0.4375,1
13457097,177425,373370,0.3125,1
13456955,192405,375170,0.375,1
13451870,1490,197790,0.4375,1
13451141,390,195840,0.375,1
13451171,70,177475,0.5,2
13460214,2960,79125,0.375,1
13457224,224025,450110,0.1875,1
13457645,218445,443340,0.125,1
13457047,190200,413510,0.3125,1
13457715,204125,441670,0.5,2
13458065,214895,447405,0.4375,1
13461897,3000,87340,0.6875,3
13463168,2930,82645,0.25,1
13459906,279080,671405,0.25,1
20102605,200205,669540,0.25,1
13459639,252005,678410,0.25,1
14047248,461230,676775,0.5,2
13461042,456605,703745,0.625,3
13460447,439255,702915,0.625,3
13459966,453955,707035,0.625,3
13459174,453605,708245,0.25,1
13459637,456700,697235,0.4375,1
13459921,444955,707440,0.5625,2
13461436,395760,706350,0.5,2
30102192,30265,603230,0.6875,3
13459551,218755,704570,0.25,1
14036501,142105,588400,0.375,1
13456918,176070,432160,0.3125,1
13457285,144495,552615,0.25,1
13456504,150220,340490,0.375,1
13456783,183350,374235,0.375,1
13456864,186375,410865,0.5,2
13456946,184125,358760,0.5,2
13457034,223930,460170,0.5625,2
13456406,185615,446850,0.4375,1
13456858,225745,469395,0.4375,1
13456722,225625,461680,0.5625,2
13456361,188050,449985,0.6875,3
14024234,188400,488050,0.625,3
14024194,217140,606605,0.5,2
13457294,240045,608010,0.5,2
13457198,245405,466980,0.5625,2
13457111,230655,470590,0.375,1
13457516,237805,482775,0.25,1
20052824,60,39630,0.75,4
13457841,209545,443195,0.1875,1
13458258,214645,444575,0.1875,1
13457751,188030,410380,0.5625,2
13457433,174530,372200,0.4375,1
13457094,172305,376405,0.25,1
13457319,183595,415515,0.4375,1
13456591,145660,312865,0.5,2
14300485,83115,198250,0.5,2
13455086,78625,168710,0.1875,1
30036794,365,616150,0.5,2
13457539,142975,581965,0.3125,1
13457230,194555,411950,0.4375,1
13457271,194465,412230,0.5,2
13456535,143595,337450,0.125,1
13456551,143435,366645,0.25,1
13455645,12970,408575,0.625,3
13455486,115,321575,0.375,1
13456060,184450,375815,0.375,1
13456186,156265,365615,0.25,1
13456293,145585,362125,0.5,2
13456106,135975,300540,0.625,3
13455705,135835,291760,0.375,1
30058294,3840,83080,0.75,4
13445337,625,112810,1.0,5
13456357,104455,230315,0.5,2
30085739,59280,341600,1.0,5
13457660,73590,271760,0.8125,5
30111764,135,118465,0.5,2
13451011,2215,112955,0.4375,1
13453807,185,190980,0.8125,5
14203917,6340,136010,0.625,3
14203944,6275,135885,0.6875,3
13460289,186530,698540,0.5,2
14049372,179265,694140,0.5,2
13468381,75180,606245,0.375,1
14254071,56805,615295,0.4375,1
14254016,56085,613525,0.4375,1
13464394,77700,607895,0.375,1
13446548,335,127760,0.5625,2
13447692,1095,111615,0.625,3
13447736,1210,122035,0.625,3
13448087,1210,133415,0.625,3
13448453,1160,129060,0.625,3
30004585,1150,134425,0.4375,1
13452514,3295,128510,0.5625,2
30055612,1695,76395,0.6875,3
13459274,6180,79375,0.4375,1
14065206,51750,597900,0.4375,1
13461098,2810,72115,0.875,5
13460664,3000,77220,0.6875,3
30091788,2700,84085,0.6875,3
13464543,226795,587730,0.4375,1
20037033,347540,638385,0.75,4
20053278,2895,81725,0.3125,1
30073640,3000,82675,0.5,2
13462448,3000,79585,0.375,1
13461497,2920,79350,0.4375,1
13452007,1230,140930,0.6875,3
13453160,3515,146475,0.75,4
13454817,100,137040,0.75,4
30093274,3640,162135,0.9375,5
30093244,3585,158970,0.75,4
13455608,3460,180020,0.8125,5
13453494,0,40175,0.625,3
13468395,36940,591715,0.4375,1
13468093,175850,623200,0.4375,1
13459433,3000,80890,0.4375,1
13459864,2695,67135,0.4375,1
30030546,1920,106380,0.6875,3
30000535,60,44035,0.6875,3
30063989,2875,84805,0.75,4
13461982,3000,91130,0.5625,2
13462434,2960,81395,0.3125,1
13461859,3000,83675,0.5625,2
13462176,2960,81965,0.375,1
13446535,525,10875,0.3125,1
13445876,525,14945,0.3125,1
13449681,0,40470,0.6875,3
13460879,2835,66800,0.4375,1
13460977,2905,69910,0.5,2
13461852,220,59370,0.625,3
13462852,330,68855,0.3125,1
13444145,0,74515,0.6875,3
13466172,404220,655565,0.375,1
14036461,395565,636310,0.4375,1
14041309,39485,632905,0.375,1
14024870,37910,629690,0.4375,1
13468806,84195,593750,0.625,3
14025232,42420,626320,0.375,1
30100310,0,94715,0.75,4
13449999,150,137670,0.6875,3
30108478,0,39815,0.6875,3
13452547,105,41050,0.625,3
13452484,105,48765,0.625,3
13457769,2750,61315,0.75,4
30063688,130,41945,0.625,3
13467750,35010,628060,0.3125,1
14043001,56105,537140,0.75,4
13468552,31195,213840,0.6875,3
13456860,540,92940,0.5,2
13444454,955,6535,0.375,1
13443840,85,1755,0.3125,1
20051307,85,1315,0.4375,1
13442900,250,9810,0.4375,1
13448000,2235,146635,0.6875,3
20040712,420,153150,0.75,4
13466482,405600,654185,0.4375,1
30095080,410100,673230,0.75,4
13466000,387520,662670,0.5625,2
30105585,330,30395,0.5,2
20051487,255,35495,0.5625,2
13464585,468240,676240,0.75,4
14020387,470580,679240,0.5625,2
20051976,24985,430690,0.375,1
14628602,24900,410605,0.3125,1
30053441,6625,171205,0.625,3
14120476,65,85165,0.3125,1
13469726,10985,89720,0.4375,1
13457999,41020,112710,0.5625,2
30066584,41200,111800,0.8125,5
13456774,625,112925,0.625,3
13447192,850,18965,0.625,3
13453001,12785,111455,0.8125,5
13459998,462045,707795,0.5,2
13462686,21335,194725,0.625,3
14311091,22350,173760,0.5,2
30057322,3385,181435,0.5,2
13448715,6630,147840,0.5625,2
13465422,438880,657785,0.75,4
13463329,484205,704425,0.5,2
14674894,474525,690055,0.5625,2
14047100,476475,691460,0.5625,2
13464320,483720,691945,0.4375,1
20033592,365715,639105,0.5625,2
20035706,358940,597185,0.8125,5
30069223,360115,651675,0.6875,3
13463377,358455,613780,0.6875,3
13463765,227340,582445,0.5625,2
20058494,217635,449665,0.4375,1
20051927,23650,446505,0.5,2
14184403,0,59075,0.5,2
13467939,40670,627020,0.3125,1
30095307,48685,622880,0.375,1
30108314,0,43975,0.6875,3
13459531,295670,683030,0.3125,1
13445877,6455,105055,0.625,3
13445965,3295,72510,0.75,4
13460319,2960,78730,0.4375,1
13460711,3000,75785,0.5,2
13457509,220540,452095,0.125,1
13460272,461215,709020,0.625,3
13450887,60,39630,0.6875,3
20030170,205,58895,0.5,2
13456028,130515,298210,0.25,1
13452128,715,206010,0.25,1
13442532,3810,82920,0.6875,3
13455339,3775,158150,0.875,5
13451495,60,39880,0.6875,3
30105732,2945,91440,0.75,4
13446329,525,13240,0.25,1
13460641,3000,74810,0.4375,1
30108468,0,40470,0.75,4
13452905,105,45205,0.6875,3
13452965,105,45205,0.875,5
13452662,105,46390,0.6875,3
13452239,0,40870,0.625,3
13468518,31870,213105,0.6875,3
30059749,85,2460,0.3125,1
13459905,1695,100200,0.75,4
14252660,330,23980,0.5,2
13442019,255,35440,0.5625,2
14045206,360930,638995,0.6875,3
30069171,227740,594080,0.6875,3
13448043,6340,135030,0.6875,3
13451585,2215,118240,0.75,4
13453661,0,40175,0.75,4
13470418,0,65450,0.625,3
13470385,0,63540,0.5625,2
13470426,0,62650,0.6875,3
13470165,0,73060,0.8125,5
13469522,0,75610,0.4375,1
13468758,0,88355,0.4375,1
13469742,0,88730,0.4375,1
20048394,0,62845,0.625,3
30092042,0,85625,0.75,4
13450399,0,70695,0.6875,3
30092068,0,86790,0.875,5
13449254,0,96715,0.75,4
13448916,0,90295,0.6875,3
13461002,0,59300,0.5,2
30081146,0,45965,0.625,3
13454108,0,276940,0.3125,1
20042744,0,264735,0.5625,2
13454853,0,287635,0.5,2
13450556,0,159005,0.625,3
13450918,0,161185,0.25,1
13451600,0,206125,0.625,3
13453578,0,158310,0.8125,5
13453272,0,111275,0.8125,5
20048757,0,120835,0.8125,5
13466386,0,117125,0.25,1
13449043,0,92735,0.75,4
20091727,0,148275,0.625,3
14673643,0,209955,0.625,3
13461765,0,176925,0.75,4
13460650,0,167000,0.6875,3
13460394,0,160440,0.6875,3
13460189,0,173300,0.8125,5
13459972,0,155275,0.6875,3
14017717,0,566910,0.375,1
14017781,0,571295,0.375,1
14043617,0,572370,0.6875,3
14017798,0,570145,0.625,3
30099735,0,566550,0.5,2
14036324,0,568190,0.625,3
13468476,0,565595,0.6875,3
13468593,0,580650,0.8125,5
13468235,0,603850,0.75,4
14255763,0,605190,0.625,3
14048806,0,612575,0.5625,2
13466451,0,625585,0.375,1
13449857,0,120265,0.9375,5
13445054,0,54745,0.6875,3
13453611,0,141425,0.8125,5
14021685,0,401340,0.5,2
13442064,0,43795,0.6875,3
13464045,0,645100,0.25,1
13446709,0,67535,0.625,3
30058863,0,36915,0.5625,2
30099738,0,569430,0.625,3
30054189,0,176210,0.625,3
13444900,0,56035,0.75,4
13448508,0,147290,0.6875,3
14253938,0,178135,0.9375,5
14673485,0,559860,0.6875,3
13449736,0,114420,0.6875,3
13444228,0,51895,0.6875,3
13446600,0,65130,0.625,3
13446451,0,64655,0.75,4
30102025,0,595505,0.8125,5
13446105,0,118075,0.75,4
13451142,0,94005,0.8125,5
13456405,0,75125,0.6875,3
13445969,0,84705,0.6875,3
30043791,0,608475,0.375,1
14036572,0,633515,0.4375,1
13465496,0,622060,0.375,1
30095429,0,108465,0.8125,5
14064405,0,529845,0.6875,3
13454273,0,82555,0.9375,5
30012668,0,83045,1.0,5
14017978,0,634795,0.75,4
14017845,0,633795,0.8125,5
30002354,0,76145,0.5625,2
13447784,0,88090,0.6875,3
13449864,0,92015,0.8125,5
14037107,0,615695,0.375,1
14064652,0,606000,0.5,2
14064440,0,599595,0.375,1
20036225,0,577655,0.5,2
20036284,0,560245,0.6875,3
13464702,0,565080,0.875,5
20061818,0,572655,0.75,4
14066596,0,572610,0.625,3
13452845,0,107275,0.75,4
13450328,0,114605,0.875,5
13447368,0,90835,0.8125,5
13446783,0,92865,0.5,2
13451811,0,97935,0.6875,3
13466971,0,54340,0.5,2
13467121,0,56190,0.375,1
13467678,0,56570,0.75,4
13468031,0,57070,0.5,2
13468123,0,64690,0.625,3
13469135,0,69800,0.5,2
30072719,0,62975,0.625,3
14240887,0,80190,0.6875,3
13449235,0,98510,0.75,4
13454530,0,51220,0.9375,5
13452963,0,61030,0.875,5
13450621,0,87850,0.8125,5
13448222,0,70205,0.75,4
13450414,0,86075,0.75,4
13454929,0,90950,0.9375,5
13455219,0,97930,0.75,4
13450227,0,96655,0.75,4
13446419,0,81935,0.75,4
20142296,0,102245,0.5,2
13455616,0,176675,0.6875,3
13452138,0,166900,0.5625,2
30101281,0,159330,0.4375,1
13450734,0,136450,0.5625,2
30056861,0,174510,0.875,5
13449410,0,168290,0.8125,5
13448942,0,153300,0.3125,1
13449194,0,164300,0.6875,3
13450511,0,185825,0.6875,3
13449006,0,186400,0.5,2
13448876,0,174210,0.4375,1
13445964,0,130675,0.6875,3
20092000,0,131200,0.6875,3
13463964,0,145575,0.5625,2
13464288,0,137050,0.6875,3
13443887,0,84045,0.6875,3
13464450,0,188960,0.5625,2
13459847,0,107905,0.75,4
13464455,0,161870,0.5625,2
13469460,0,125745,0.375,1
13470241,0,77755,0.4375,1
13470265,0,77495,0.4375,1
13470175,0,83760,0.5625,2
13469234,0,69735,0.5625,2
13470566,0,61885,0.75,4
13470528,0,59910,0.75,4
14301530,0,58850,0.5,2
13470579,0,59090,0.625,3
13470724,0,47500,0.6875,3
13464842,0,15515,0.5625,2
13464186,0,17675,0.5625,2
13443172,0,89100,0.8125,5
14038197,0,64100,0.9375,5
20235497,0,113855,0.6875,3
30104368,0,96530,0.5625,2
13969711,0,74115,0.75,4
13468653,0,74880,0.5625,2
13467057,0,69375,0.875,5
13453050,0,120485,0.6875,3
13467792,0,57650,0.3125,1
13468482,0,65360,0.5,2
13455781,0,60085,0.6875,3
13450748,0,77930,0.875,5
20105596,0,95810,0.8125,5
30092266,0,94305,0.75,4
13459401,0,145760,0.6875,3
13459001,0,113625,0.8125,5
13459728,0,44745,0.75,4
13470585,0,56725,0.5,2
13463913,0,18160,0.375,1
13449398,0,98580,0.875,5
13450405,0,123010,0.3125,1
13450157,0,130085,0.625,3
13445163,0,113745,0.6875,3
20079205,0,680670,0.4375,1
13449652,0,51060,0.8125,5
14240370,0,103560,0.5625,2
13468218,0,617785,0.5,2
20054135,0,612355,0.5,2
30105591,0,600420,1.0,5
13449600,0,52525,0.75,4
30037564,0,278445,0.75,4
30037490,0,252550,0.5625,2
13456214,0,41635,0.625,3
30073598,0,65720,0.6875,3
13456036,0,48190,0.625,3
13449203,0,61125,0.75,4
30107847,0,108360,0.6875,3
13445372,0,112325,0.8125,5
13444440,0,102010,0.6875,3
13446518,0,112405,0.8125,5
13444344,0,98100,0.6875,3
13444705,0,97950,0.9375,5
13461250,0,377105,0.4375,1
13445015,0,111680,0.5625,2
14666171,0,103795,0.8125,5
13459509,0,103030,0.75,4
13459977,0,94770,0.5625,2
13497114,0,621710,0.3125,1
13464757,0,137840,0.3125,1
13463206,0,374300,0.5,2
30105547,0,676365,0.9375,5
13464942,0,141920,0.6875,3
13467839,0,631810,0.5,2
30037447,0,613940,0.6875,3
30024008,0,49050,0.4375,1
13454103,0,129630,0.875,5
13454715,0,125960,0.6875,3
13455586,0,92405,0.5625,2
30006732,0,105815,0.5625,2
13456756,0,113530,0.6875,3
13458924,0,123005,0.8125,5
13448233,0,131815,0.5625,2
13447925,0,131140,0.625,3
30078447,0,164090,0.5,2
13455869,0,275255,0.5,2
30089140,0,272970,0.5625,2
13454080,0,265790,0.5,2
30078717,0,93475,0.6875,3
13456115,0,280965,0.625,3
13463903,0,70305,0.3125,1
30017438,0,449900,0.625,3
30059977,0,307750,0.5,2
14048594,0,456415,0.5,2
20141354,0,474350,0.625,3
14048547,0,524915,0.5,2
13445166,0,69890,0.75,4
14654987,0,65425,0.75,4
13465560,0,606685,0.6875,3
13443205,0,53260,0.6875,3
14229580,0,48640,0.5625,2
13460497,0,163605,0.75,4
13461625,0,164185,1.0,5
13467525,0,602980,0.4375,1
14067820,0,169680,0.5,2
13448124,0,171845,0.5625,2
13464444,0,299600,0.375,1
20048293,0,63885,0.75,4
14013018,0,238920,0.6875,3
13465974,0,126700,0.3125,1
13466619,0,636045,0.625,3
30092247,0,54870,0.6875,3
13456333,0,43735,0.9375,5
13456561,0,127060,0.6875,3
13458476,0,269360,0.75,4
13461286,0,379600,0.75,4
14048657,0,459980,0.3125,1
